order_id,product_id,review_id,add_to_cart_order,reordered,review_id.1
1,8277,1,1,1,1
1,329,1,2,1,1
1,47766,1,3,1,1
1,30450,1,4,1,1
1,37067,1,5,1,1
1,49621,1,6,1,1
1,33788,1,7,1,1
1,27521,1,8,1,1
1,29675,1,9,1,1
1,405,1,10,1,1
1,18889,1,11,0,1
1,42356,1,12,0,1
1,45104,1,13,0,1
1,40516,1,14,0,1
1,3481,1,15,0,1
1,7010,1,16,0,1
1,34243,1,17,0,1
1,13984,1,18,0,1
1,26369,1,19,0,1
2,36103,2,1,0,2
2,29487,2,2,1,2
2,34703,2,3,0,2
2,14992,2,4,1,2
3,15693,3,1,1,3
3,6132,3,2,1,3
3,21469,3,3,1,3
3,9124,3,4,1,3
3,24852,3,5,1,3
3,48845,3,6,1,3
3,36127,3,7,1,3
3,9637,3,8,1,3
3,14633,3,9,1,3
3,8929,3,10,0,3
3,46979,3,11,1,3
4,14715,4,1,0,4
5,33198,5,1,1,5
5,41774,5,2,1,5
5,10753,5,3,1,5
5,19022,5,4,1,5
5,5785,5,5,1,5
5,45603,5,6,1,5
5,41198,5,7,1,5
5,43182,5,8,1,5
5,42659,5,9,1,5
5,47626,5,10,1,5
5,8264,5,11,1,5
5,18765,5,12,1,5
5,37665,5,13,1,5
5,32579,5,14,0,5
5,32052,5,15,0,5
6,29553,6,1,0,6
6,16921,6,2,0,6
6,16759,6,3,0,6
6,8006,6,4,0,6
6,30480,6,5,0,6
6,14197,6,6,0,6
7,16617,7,1,1,7
7,38531,7,2,1,7
8,6069,8,1,1,8
8,5322,8,2,1,8
8,17224,8,3,1,8
8,49519,8,4,1,8
8,5487,8,5,1,8
8,18523,8,6,1,8
8,22286,8,7,1,8
8,18503,8,8,1,8
8,10221,8,9,1,8
8,16609,8,10,1,8
9,41061,9,1,0,9
9,31553,9,2,0,9
9,24852,9,3,1,9
9,47087,9,4,1,9
9,33754,9,5,1,9
9,5750,9,6,1,9
9,19348,9,7,1,9
9,22982,9,8,1,9
9,44980,9,9,1,9
9,8284,9,10,0,9
9,6448,9,11,1,9
9,4210,9,12,1,9
9,29127,9,13,1,9
10,24852,10,1,1,10
10,20842,10,2,1,10
10,28204,10,3,0,10
10,49683,10,4,1,10
10,20114,10,5,1,10
10,34969,10,6,0,10
10,21903,10,7,1,10
10,18479,10,8,0,10
10,47626,10,9,0,10
10,21137,10,10,0,10
10,9076,10,11,0,10
10,25890,10,12,0,10
10,41220,10,13,0,10
11,24184,11,1,0,11
11,21938,11,2,0,11
11,22935,11,3,0,11
11,34887,11,4,0,11
11,13111,11,5,0,11
11,6281,11,6,0,11
11,32476,11,7,0,11
11,22795,11,8,0,11
11,47324,11,9,0,11
11,8193,11,10,0,11
11,9387,11,11,0,11
11,45066,11,12,0,11
12,31506,12,1,0,12
12,22935,12,2,0,12
12,24964,12,3,0,12
12,30480,12,4,0,12
12,1643,12,5,0,12
12,44334,12,6,0,12
12,31717,12,7,0,12
12,38140,12,8,1,12
12,47492,12,9,0,12
13,36695,13,1,1,13
13,30098,13,2,1,13
13,11140,13,3,1,13
13,24964,13,4,1,13
13,47734,13,5,1,13
13,3583,13,6,1,13
14,38777,14,1,1,14
14,24838,14,2,1,14
14,17794,14,3,0,14
14,34590,14,4,0,14
14,22935,14,5,1,14
14,8277,14,6,1,14
14,24852,14,7,1,14
14,21903,14,8,1,14
14,39877,14,9,1,14
15,38226,15,1,0,15
15,11777,15,2,0,15
16,47912,16,1,1,16
16,19660,16,2,1,16
16,13176,16,3,1,16
16,26131,16,4,1,16
16,18465,16,5,1,16
16,8309,16,6,1,16
16,28465,16,7,1,16
16,17468,16,8,0,16
16,8490,16,9,1,16
16,27845,16,10,1,16
16,20400,16,11,0,16
16,13885,16,12,0,16
16,5450,16,13,0,16
16,15462,16,14,1,16
16,8193,16,15,0,16
16,23801,16,16,0,16
16,7411,16,17,0,16
16,46900,16,18,0,16
16,10221,16,19,0,16
16,7628,16,20,0,16
16,12283,16,21,0,16
16,31557,16,22,1,16
17,31506,17,1,1,17
17,44008,17,2,0,17
17,6104,17,3,1,17
17,8424,17,4,1,17
17,31915,17,5,1,17
17,47630,17,6,1,17
18,35143,18,1,0,18
18,12013,18,2,0,18
18,46145,18,3,0,18
18,47759,18,4,0,18
18,41272,18,5,0,18
19,5646,19,1,0,19
19,9339,19,2,0,19
19,18234,19,3,0,19
19,31717,19,4,0,19
19,48023,19,5,0,19
19,40723,19,6,0,19
20,8277,20,1,0,20
